user_id,registration_date,region,age_group
1631,2025-06-16,WA,18-24
1632,2025-07-10,VIC,55-64
1633,2025-06-19,VIC,35-44
1634,2025-06-18,WA,25-34
1635,2025-06-01,SA,45-54
1636,2025-08-17,VIC,55-64
1637,2025-09-23,VIC,35-44
1638,2025-07-17,VIC,25-34
1639,2025-09-22,NSW,45-54
1640,2025-08-05,NSW,45-54
1641,2025-09-26,VIC,55-64
1642,2025-08-31,VIC,45-54
1643,2025-09-21,QLD,25-34
1644,2025-09-22,VIC,55-64
1645,2025-09-02,VIC,18-24
1646,2025-07-08,VIC,25-34
1647,2025-07-21,QLD,35-44
1648,2025-08-02,SA,35-44
1649,2025-06-04,VIC,18-24
1650,2025-06-01,WA,45-54
1651,2025-06-08,NSW,25-34
1652,2025-06-29,VIC,25-34
1653,2025-07-25,VIC,45-54
1654,2025-09-11,VIC,25-34
1655,2025-06-03,QLD,18-24
1656,2025-07-02,SA,25-34
1657,2025-06-10,NSW,65+
1658,2025-08-13,QLD,18-24
1659,2025-08-22,VIC,25-34
1660,2025-09-18,NSW,35-44
1661,2025-07-04,NSW,35-44
1662,2025-09-05,NSW,18-24
1663,2025-08-26,NSW,35-44
1664,2025-07-25,NSW,25-34
1665,2025-08-31,NSW,65+
1666,2025-07-02,VIC,18-24
1667,2025-07-20,QLD,25-34
1668,2025-06-07,VIC,25-34
1669,2025-09-01,NT,25-34
1670,2025-06-08,VIC,35-44
1671,2025-08-04,WA,25-34
1672,2025-07-27,SA,25-34
1673,2025-09-27,QLD,45-54
1674,2025-08-06,VIC,35-44
1675,2025-08-27,WA,25-34
1676,2025-08-26,NSW,25-34
1677,2025-07-29,NSW,25-34
1678,2025-08-11,VIC,18-24
1679,2025-07-24,VIC,18-24
1680,2025-09-29,NSW,35-44
1681,2025-09-19,TAS,55-64
1682,2025-09-09,QLD,25-34
1683,2025-08-06,VIC,25-34
1684,2025-07-21,TAS,18-24
1685,2025-09-05,VIC,25-34
1686,2025-08-31,NT,18-24
1687,2025-09-19,VIC,55-64
1688,2025-06-08,NSW,35-44
1689,2025-07-04,WA,65+
1690,2025-07-05,QLD,55-64
1691,2025-09-04,WA,35-44
1692,2025-08-27,ACT,35-44
1693,2025-08-17,WA,25-34
1694,2025-07-02,QLD,35-44
1695,2025-09-28,SA,55-64
1696,2025-07-16,QLD,18-24
1697,2025-09-15,VIC,55-64
1698,2025-06-16,SA,25-34
1699,2025-08-07,NSW,55-64
1700,2025-09-24,QLD,65+
1701,2025-07-07,SA,35-44
1702,2025-07-24,QLD,35-44
1703,2025-08-24,QLD,25-34
1704,2025-06-14,WA,45-54
1705,2025-09-03,VIC,65+
1706,2025-07-25,SA,45-54
1707,2025-07-18,NSW,35-44
1708,2025-08-21,NSW,35-44
1709,2025-06-07,NSW,55-64
1710,2025-08-13,VIC,35-44
1711,2025-06-07,VIC,45-54
1712,2025-07-03,WA,35-44
1713,2025-06-23,VIC,18-24
1714,2025-08-24,VIC,25-34
1715,2025-06-19,NSW,25-34
1716,2025-09-20,VIC,18-24
1717,2025-06-19,QLD,18-24
1718,2025-07-06,NSW,35-44
1719,2025-06-29,NSW,18-24
1720,2025-07-30,NSW,25-34
1721,2025-08-21,NSW,45-54
1722,2025-06-02,VIC,65+
1723,2025-06-01,NSW,45-54
1724,2025-07-17,QLD,65+
1725,2025-08-08,SA,45-54
1726,2025-06-20,VIC,25-34
1727,2025-06-11,NT,35-44
1728,2025-09-14,VIC,45-54
1729,2025-06-02,VIC,25-34
1730,2025-08-06,NT,18-24
1731,2025-08-26,NSW,45-54
1732,2025-09-27,TAS,18-24
1733,2025-06-12,NSW,35-44
1734,2025-06-20,VIC,25-34
1735,2025-06-05,NSW,35-44
1736,2025-07-07,QLD,35-44
1737,2025-07-08,QLD,18-24
1738,2025-09-02,QLD,25-34
1739,2025-06-09,VIC,35-44
1740,2025-09-06,VIC,55-64
1741,2025-07-23,NSW,55-64
1742,2025-07-14,VIC,35-44
1743,2025-09-07,TAS,45-54
1744,2025-09-24,VIC,25-34
1745,2025-09-30,WA,25-34
1746,2025-08-25,SA,25-34
1747,2025-09-16,VIC,35-44
1748,2025-06-24,QLD,25-34
1749,2025-08-20,NSW,18-24
1750,2025-08-13,NSW,45-54
1751,2025-06-30,NSW,45-54
1752,2025-09-28,VIC,25-34
1753,2025-07-29,VIC,18-24
1754,2025-09-18,VIC,25-34
1755,2025-08-26,VIC,25-34
1756,2025-09-04,VIC,35-44
1757,2025-08-20,QLD,25-34
1758,2025-09-22,WA,45-54
1759,2025-09-23,NSW,55-64
1760,2025-08-20,NSW,25-34
1761,2025-06-14,QLD,65+
1762,2025-06-09,VIC,25-34
1763,2025-07-10,QLD,25-34
1764,2025-08-05,VIC,25-34
1765,2025-09-17,VIC,18-24
1766,2025-06-25,NSW,18-24
1767,2025-09-11,NSW,25-34
1768,2025-08-12,QLD,45-54
1769,2025-09-26,VIC,55-64
1770,2025-06-22,WA,35-44
1771,2025-09-15,SA,18-24
1772,2025-09-18,VIC,35-44
1773,2025-06-04,WA,35-44
1774,2025-06-26,NSW,45-54
1775,2025-07-28,VIC,45-54
1776,2025-06-29,QLD,55-64
1777,2025-09-17,VIC,25-34
1778,2025-09-06,VIC,45-54
1779,2025-08-26,NSW,25-34
1780,2025-07-07,QLD,65+
1781,2025-08-14,SA,25-34
1782,2025-08-09,SA,18-24
1783,2025-06-18,QLD,18-24
1784,2025-08-24,QLD,45-54
1785,2025-07-12,VIC,25-34
1786,2025-09-08,VIC,25-34
1787,2025-07-11,NSW,65+
1788,2025-07-08,VIC,55-64
1789,2025-07-04,VIC,25-34
1790,2025-06-17,ACT,25-34
1791,2025-07-07,VIC,55-64
1792,2025-06-25,VIC,55-64
1793,2025-09-10,VIC,35-44
1794,2025-09-30,QLD,35-44
1795,2025-08-15,QLD,25-34
1796,2025-08-26,NSW,45-54
1797,2025-09-25,VIC,35-44
1798,2025-09-14,WA,35-44
1799,2025-08-25,VIC,18-24
1800,2025-08-24,NSW,55-64
1801,2025-06-27,QLD,35-44
1802,2025-07-27,WA,25-34
1803,2025-07-01,NSW,35-44
1804,2025-06-06,WA,35-44
1805,2025-08-30,WA,35-44
1806,2025-07-10,VIC,45-54
1807,2025-09-06,NT,35-44
1808,2025-06-12,WA,65+
1809,2025-09-17,WA,18-24
1810,2025-09-29,QLD,18-24
1811,2025-07-23,NSW,25-34
1812,2025-08-10,NSW,45-54
1813,2025-06-10,VIC,35-44
1814,2025-07-15,NSW,55-64
1815,2025-06-17,VIC,45-54
1816,2025-06-26,SA,35-44
1817,2025-08-24,WA,65+
1818,2025-08-31,QLD,25-34
1819,2025-08-01,SA,45-54
1820,2025-09-30,WA,25-34
1821,2025-07-16,VIC,35-44
1822,2025-08-03,NSW,45-54
1823,2025-06-02,VIC,35-44
1824,2025-07-24,QLD,18-24
1825,2025-09-15,VIC,25-34
1826,2025-08-04,QLD,35-44
1827,2025-07-21,NSW,55-64
1828,2025-07-23,QLD,25-34
1829,2025-07-06,WA,55-64
1830,2025-09-23,QLD,25-34
1831,2025-06-26,ACT,35-44
1832,2025-06-29,WA,45-54
1833,2025-06-21,SA,35-44
1834,2025-06-11,TAS,65+
1835,2025-07-10,WA,35-44
1836,2025-06-11,QLD,35-44
1837,2025-07-06,NSW,18-24
1838,2025-09-21,VIC,25-34
1839,2025-07-29,VIC,25-34
1840,2025-07-09,NSW,45-54
1841,2025-09-12,NSW,25-34
1842,2025-09-07,ACT,25-34
1843,2025-07-24,SA,25-34
1844,2025-09-06,SA,18-24
1845,2025-07-25,VIC,25-34
1846,2025-09-19,NSW,55-64
1847,2025-06-24,NSW,45-54
1848,2025-09-26,NSW,45-54
1849,2025-06-22,NSW,45-54
1850,2025-08-08,NSW,25-34
1851,2025-07-26,TAS,55-64
1852,2025-07-03,QLD,18-24
1853,2025-09-30,NSW,25-34
1854,2025-07-06,NSW,35-44
1855,2025-09-19,VIC,18-24
1856,2025-06-20,NSW,45-54
1857,2025-08-22,TAS,25-34
1858,2025-09-07,VIC,45-54
1859,2025-09-24,VIC,35-44
1860,2025-09-15,VIC,25-34
1861,2025-08-20,NSW,45-54
1862,2025-08-01,QLD,25-34
1863,2025-09-17,QLD,35-44
1864,2025-09-15,QLD,18-24
1865,2025-09-06,NSW,35-44
1866,2025-08-12,VIC,35-44
1867,2025-06-26,VIC,25-34
1868,2025-08-05,SA,65+
1869,2025-09-25,VIC,55-64
1870,2025-08-12,VIC,45-54
1871,2025-08-12,QLD,45-54
1872,2025-07-10,QLD,25-34
1873,2025-06-17,VIC,35-44
1874,2025-06-01,VIC,25-34
1875,2025-08-28,VIC,18-24
1876,2025-07-31,SA,65+
1877,2025-07-13,VIC,35-44
1878,2025-09-12,TAS,25-34
1879,2025-07-12,VIC,25-34
1880,2025-06-25,TAS,35-44
1881,2025-07-09,WA,18-24
1882,2025-07-05,VIC,18-24
1883,2025-06-03,SA,18-24
1884,2025-09-22,NSW,35-44
1885,2025-09-09,TAS,35-44
1886,2025-09-16,QLD,18-24
1887,2025-07-14,NSW,45-54
1888,2025-07-21,QLD,25-34
1889,2025-09-02,ACT,45-54
1890,2025-09-10,NSW,65+
1891,2025-09-06,VIC,45-54
1892,2025-06-12,QLD,55-64
1893,2025-06-19,WA,65+
1894,2025-09-09,VIC,35-44
1895,2025-07-14,NSW,45-54
1896,2025-07-29,NSW,55-64
1897,2025-07-19,VIC,25-34
1898,2025-07-31,VIC,25-34
1899,2025-06-17,TAS,65+
1900,2025-08-13,NSW,45-54
1901,2025-07-27,QLD,25-34
1902,2025-07-25,NSW,25-34
1903,2025-09-21,NSW,45-54
1904,2025-07-17,VIC,35-44
1905,2025-06-12,VIC,35-44
1906,2025-08-01,QLD,45-54
1907,2025-08-19,TAS,35-44
1908,2025-08-27,QLD,35-44
1909,2025-08-22,ACT,45-54
1910,2025-06-08,SA,45-54
1911,2025-09-03,VIC,35-44
1912,2025-06-21,WA,25-34
1913,2025-08-20,QLD,25-34
1914,2025-08-26,NSW,65+
1915,2025-09-09,QLD,18-24
1916,2025-09-26,NSW,25-34
1917,2025-08-19,QLD,35-44
1918,2025-08-09,QLD,45-54
1919,2025-08-11,NSW,25-34
1920,2025-06-25,NSW,25-34
1921,2025-08-21,TAS,18-24
1922,2025-08-28,QLD,45-54
1923,2025-06-12,NSW,25-34
1924,2025-06-15,QLD,25-34
1925,2025-07-29,QLD,25-34
1926,2025-06-26,VIC,55-64
1927,2025-09-13,ACT,25-34
1928,2025-09-17,QLD,18-24
1929,2025-06-26,VIC,35-44
1930,2025-07-17,WA,65+
1931,2025-07-02,SA,35-44
1932,2025-06-10,NSW,65+
1933,2025-06-16,NSW,55-64
1934,2025-08-10,NSW,18-24
1935,2025-06-17,QLD,35-44
1936,2025-06-23,QLD,25-34
1937,2025-06-26,QLD,35-44
1938,2025-08-24,TAS,25-34
1939,2025-08-25,WA,25-34
1940,2025-09-30,NSW,55-64
1941,2025-06-07,VIC,25-34
1942,2025-06-14,VIC,55-64
1943,2025-08-18,VIC,18-24
1944,2025-09-25,QLD,18-24
1945,2025-06-07,SA,55-64
1946,2025-06-09,NSW,35-44
1947,2025-09-23,VIC,45-54
1948,2025-07-18,WA,25-34
1949,2025-08-11,VIC,35-44
1950,2025-09-22,NSW,45-54
1951,2025-07-29,VIC,35-44
1952,2025-08-26,NSW,35-44
1953,2025-09-01,TAS,65+
1954,2025-08-21,NSW,35-44
1955,2025-09-03,VIC,55-64
1956,2025-09-02,VIC,45-54
1957,2025-09-24,NT,45-54
1958,2025-07-09,NSW,18-24
1959,2025-09-07,NSW,25-34
1960,2025-06-18,NSW,55-64
1961,2025-07-29,NSW,25-34
1962,2025-09-14,NSW,18-24
1963,2025-09-11,QLD,25-34
1964,2025-06-17,NSW,25-34
1965,2025-06-14,NSW,55-64
1966,2025-07-01,WA,55-64
1967,2025-06-24,VIC,35-44
1968,2025-09-07,VIC,18-24
1969,2025-09-16,NSW,45-54
1970,2025-07-30,ACT,35-44
1971,2025-07-15,NSW,65+
1972,2025-09-06,SA,35-44
1973,2025-06-03,WA,25-34
1974,2025-07-07,NSW,35-44
1975,2025-07-13,NT,65+
1976,2025-07-10,NSW,45-54
1977,2025-08-29,NSW,35-44
1978,2025-07-25,WA,25-34
1979,2025-08-26,QLD,45-54
1980,2025-09-16,QLD,45-54
1981,2025-07-09,NSW,25-34
1982,2025-06-15,VIC,35-44
1983,2025-09-28,WA,25-34
1984,2025-09-21,NSW,25-34
1985,2025-06-04,NSW,18-24
1986,2025-09-01,NSW,25-34
1987,2025-08-25,NSW,35-44
1988,2025-06-25,SA,18-24
1989,2025-06-13,VIC,25-34
1990,2025-08-21,NT,55-64
1991,2025-07-03,VIC,35-44
1992,2025-06-16,QLD,35-44
1993,2025-09-17,NSW,25-34
1994,2025-07-12,VIC,35-44
1995,2025-09-16,NSW,25-34
1996,2025-08-05,VIC,45-54
1997,2025-07-25,VIC,18-24
1998,2025-09-07,NT,35-44
1999,2025-07-12,QLD,25-34
2000,2025-07-04,NSW,45-54
2001,2025-06-30,NSW,35-44
2002,2025-09-27,NSW,25-34
2003,2025-06-13,VIC,25-34
2004,2025-06-13,WA,35-44
2005,2025-06-18,TAS,65+
2006,2025-07-02,NSW,45-54
2007,2025-09-04,VIC,18-24
2008,2025-09-07,VIC,25-34
2009,2025-07-09,QLD,55-64
2010,2025-07-16,VIC,35-44
2011,2025-09-24,QLD,35-44
2012,2025-06-29,QLD,55-64
2013,2025-08-01,NSW,55-64
2014,2025-09-21,WA,35-44
2015,2025-09-01,NSW,25-34
2016,2025-08-01,QLD,25-34
2017,2025-09-25,VIC,45-54
2018,2025-09-16,VIC,25-34
2019,2025-07-27,SA,25-34
2020,2025-06-16,SA,25-34
2021,2025-07-26,WA,25-34
2022,2025-09-16,VIC,45-54
2023,2025-09-19,QLD,35-44
2024,2025-09-29,VIC,35-44
2025,2025-06-10,SA,25-34
2026,2025-06-30,VIC,55-64
2027,2025-06-25,ACT,18-24
2028,2025-09-11,TAS,45-54
2029,2025-08-23,QLD,55-64
2030,2025-06-05,NSW,25-34
2031,2025-08-04,NSW,35-44
2032,2025-09-02,SA,65+
2033,2025-07-19,NSW,25-34
2034,2025-06-03,SA,35-44
2035,2025-07-15,VIC,35-44
2036,2025-06-14,VIC,25-34
2037,2025-09-28,SA,45-54
2038,2025-06-30,QLD,55-64
2039,2025-09-22,VIC,45-54
2040,2025-08-07,VIC,25-34
2041,2025-06-18,VIC,18-24
2042,2025-08-01,WA,35-44
2043,2025-07-07,NSW,18-24
2044,2025-06-25,TAS,35-44
2045,2025-07-18,SA,35-44
2046,2025-08-04,VIC,35-44
2047,2025-07-23,QLD,35-44
2048,2025-09-18,VIC,25-34
2049,2025-08-18,VIC,25-34
2050,2025-08-12,NT,25-34
2051,2025-06-15,NSW,35-44
2052,2025-07-19,NSW,35-44
2053,2025-09-29,VIC,45-54
2054,2025-08-27,VIC,45-54
2055,2025-08-07,VIC,65+
2056,2025-06-12,WA,25-34
2057,2025-07-29,QLD,18-24
2058,2025-09-30,QLD,25-34
2059,2025-07-07,NSW,45-54
2060,2025-07-31,VIC,25-34
2061,2025-09-09,NSW,45-54
2062,2025-07-13,NSW,35-44
2063,2025-08-09,VIC,55-64
2064,2025-07-09,NSW,65+
2065,2025-07-26,NSW,18-24
2066,2025-08-02,NSW,25-34
2067,2025-07-16,TAS,35-44
2068,2025-08-27,TAS,25-34
2069,2025-06-11,QLD,25-34
2070,2025-08-01,TAS,35-44
2071,2025-08-16,WA,25-34
2072,2025-09-06,VIC,35-44
2073,2025-06-25,NSW,45-54
2074,2025-08-10,WA,18-24
2075,2025-07-22,QLD,35-44
2076,2025-06-04,QLD,25-34
2077,2025-07-29,WA,45-54
2078,2025-08-11,VIC,25-34
2079,2025-06-20,QLD,55-64
2080,2025-09-01,TAS,25-34
2081,2025-08-02,VIC,25-34
2082,2025-07-24,QLD,25-34
2083,2025-09-25,VIC,25-34
2084,2025-09-23,QLD,25-34
2085,2025-09-17,WA,35-44
2086,2025-09-18,NSW,35-44
2087,2025-08-13,QLD,18-24
2088,2025-09-15,NSW,18-24
2089,2025-09-06,QLD,45-54
2090,2025-07-27,VIC,35-44
2091,2025-08-29,WA,25-34
2092,2025-07-11,NSW,45-54
2093,2025-09-21,QLD,25-34
2094,2025-09-30,NSW,45-54
2095,2025-06-03,SA,25-34
2096,2025-09-28,TAS,18-24
2097,2025-06-06,NT,55-64
2098,2025-06-05,WA,25-34
2099,2025-06-05,WA,45-54
2100,2025-07-24,NSW,25-34
2101,2025-07-17,VIC,35-44
2102,2025-08-26,VIC,55-64
2103,2025-07-19,WA,18-24
2104,2025-06-09,TAS,45-54
2105,2025-09-07,NSW,35-44
2106,2025-06-20,TAS,35-44
2107,2025-09-30,QLD,35-44
2108,2025-09-21,QLD,55-64
2109,2025-07-31,NSW,18-24
2110,2025-09-14,NSW,25-34
2111,2025-07-05,VIC,55-64
2112,2025-07-20,QLD,45-54
2113,2025-08-21,NSW,18-24
2114,2025-08-01,VIC,35-44
2115,2025-06-17,SA,35-44
2116,2025-08-27,WA,25-34
2117,2025-06-03,TAS,25-34
2118,2025-07-02,VIC,45-54
2119,2025-09-07,NSW,25-34
2120,2025-09-10,QLD,45-54
2121,2025-06-13,VIC,45-54
2122,2025-09-28,NSW,25-34
2123,2025-09-19,NSW,25-34
2124,2025-08-28,VIC,25-34
2125,2025-08-12,NSW,35-44
2126,2025-08-07,VIC,45-54
2127,2025-06-14,NSW,25-34
2128,2025-09-09,NSW,35-44
2129,2025-09-06,QLD,25-34
2130,2025-06-11,QLD,25-34
2131,2025-09-13,QLD,18-24
2132,2025-07-26,NSW,18-24
2133,2025-08-06,NSW,25-34
2134,2025-08-31,QLD,25-34
2135,2025-06-29,QLD,55-64
2136,2025-06-09,VIC,45-54
2137,2025-08-06,VIC,25-34
2138,2025-06-25,TAS,25-34
2139,2025-09-06,VIC,25-34
2140,2025-08-15,VIC,25-34
2141,2025-07-12,QLD,35-44
2142,2025-06-09,VIC,25-34
2143,2025-08-18,VIC,25-34
2144,2025-07-10,VIC,18-24
2145,2025-06-25,WA,18-24
2146,2025-06-05,NSW,18-24
2147,2025-06-11,NSW,45-54
2148,2025-07-29,NSW,25-34
2149,2025-09-06,SA,35-44
2150,2025-08-27,NSW,35-44
2151,2025-08-18,NT,55-64
2152,2025-07-08,VIC,55-64
2153,2025-08-11,NT,45-54
2154,2025-06-05,TAS,18-24
2155,2025-07-18,VIC,35-44
2156,2025-08-29,NSW,45-54
2157,2025-06-18,NSW,18-24
2158,2025-08-09,NSW,35-44
2159,2025-07-07,QLD,55-64
2160,2025-07-30,NSW,35-44
2161,2025-07-18,VIC,18-24
2162,2025-08-16,VIC,18-24
2163,2025-06-28,TAS,25-34
2164,2025-08-08,NSW,18-24
2165,2025-08-16,NSW,35-44
2166,2025-08-20,NSW,45-54
2167,2025-09-22,SA,25-34
2168,2025-07-10,QLD,55-64
2169,2025-07-15,NSW,25-34
2170,2025-09-04,NSW,18-24
2171,2025-08-01,NSW,45-54
2172,2025-09-01,NSW,45-54
2173,2025-09-23,TAS,35-44
2174,2025-07-28,WA,55-64
2175,2025-08-06,VIC,45-54
2176,2025-07-26,SA,55-64
2177,2025-07-10,NSW,25-34
2178,2025-09-06,QLD,45-54
2179,2025-07-10,SA,65+
2180,2025-08-30,VIC,45-54
2181,2025-08-16,WA,18-24
2182,2025-09-17,NSW,35-44
2183,2025-07-03,NSW,35-44
2184,2025-06-06,NSW,25-34
2185,2025-08-27,VIC,65+
2186,2025-06-19,QLD,25-34
2187,2025-08-19,TAS,25-34
2188,2025-07-10,QLD,55-64
2189,2025-08-31,SA,35-44
2190,2025-09-05,WA,18-24
2191,2025-07-29,NSW,35-44
2192,2025-07-29,VIC,35-44
2193,2025-07-18,NSW,18-24
2194,2025-07-11,QLD,65+
2195,2025-06-13,TAS,35-44
2196,2025-09-15,NSW,35-44
2197,2025-07-15,QLD,35-44
2198,2025-08-28,QLD,35-44
2199,2025-07-23,VIC,25-34
2200,2025-07-12,VIC,25-34
2201,2025-09-08,VIC,35-44
2202,2025-08-02,NSW,45-54
2203,2025-06-27,NSW,18-24
2204,2025-07-08,NSW,35-44
2205,2025-07-30,VIC,45-54
2206,2025-06-07,NSW,18-24
2207,2025-06-05,SA,18-24
2208,2025-09-15,VIC,25-34
2209,2025-07-15,QLD,35-44
2210,2025-07-28,VIC,18-24
2211,2025-09-29,VIC,25-34
2212,2025-09-23,TAS,35-44
2213,2025-07-01,NSW,35-44
2214,2025-06-23,NSW,25-34
2215,2025-07-12,WA,25-34
2216,2025-06-10,NSW,45-54
2217,2025-07-02,NSW,65+
2218,2025-09-15,VIC,55-64
2219,2025-07-23,NSW,35-44
2220,2025-06-30,VIC,25-34
2221,2025-07-09,NSW,25-34
2222,2025-07-01,SA,18-24
2223,2025-08-21,WA,18-24
2224,2025-09-08,QLD,45-54
2225,2025-06-02,QLD,25-34
2226,2025-08-17,SA,25-34
2227,2025-08-16,NSW,65+
2228,2025-09-01,SA,25-34
2229,2025-06-12,WA,18-24
2230,2025-07-09,QLD,18-24
2231,2025-08-05,VIC,35-44
2232,2025-09-04,NSW,35-44
2233,2025-06-13,VIC,25-34
2234,2025-07-16,WA,35-44
2235,2025-06-27,NSW,45-54
2236,2025-09-21,WA,45-54
2237,2025-09-13,NSW,65+
2238,2025-06-17,NSW,45-54
2239,2025-09-12,NSW,35-44
2240,2025-09-03,NSW,25-34
2241,2025-09-06,VIC,18-24
2242,2025-07-30,NSW,18-24
2243,2025-08-03,NT,35-44
2244,2025-08-27,VIC,45-54
2245,2025-09-17,NSW,35-44
2246,2025-07-05,QLD,18-24
2247,2025-09-20,SA,35-44
2248,2025-08-09,QLD,55-64
2249,2025-08-22,NSW,35-44
2250,2025-06-30,SA,45-54
2251,2025-08-10,WA,45-54
2252,2025-08-13,NSW,55-64
2253,2025-09-13,NSW,45-54
2254,2025-09-04,VIC,45-54
2255,2025-09-06,NSW,25-34
2256,2025-08-02,WA,18-24
2257,2025-06-28,VIC,35-44
2258,2025-07-30,TAS,18-24
2259,2025-08-18,VIC,65+
2260,2025-09-02,NSW,25-34
2261,2025-07-07,NSW,55-64
2262,2025-09-01,VIC,25-34
2263,2025-06-22,WA,25-34
2264,2025-08-07,WA,55-64
2265,2025-06-20,NSW,25-34
2266,2025-09-04,NSW,25-34
2267,2025-09-08,NSW,18-24
2268,2025-09-22,QLD,35-44
2269,2025-08-07,NSW,25-34
2270,2025-08-30,VIC,35-44
2271,2025-08-03,QLD,35-44
2272,2025-06-17,TAS,45-54
2273,2025-06-12,NSW,45-54
2274,2025-06-22,NSW,35-44
2275,2025-06-17,QLD,25-34
2276,2025-06-10,QLD,45-54
2277,2025-09-26,VIC,25-34
2278,2025-08-04,TAS,35-44
2279,2025-06-22,SA,25-34
2280,2025-08-29,NSW,55-64
2281,2025-09-28,NSW,25-34
2282,2025-08-21,VIC,25-34
2283,2025-07-20,WA,45-54
2284,2025-06-14,NSW,35-44
2285,2025-08-03,QLD,18-24
2286,2025-07-17,QLD,35-44
2287,2025-06-29,NSW,45-54
2288,2025-08-15,QLD,65+
2289,2025-07-06,TAS,35-44
2290,2025-09-07,NSW,25-34
2291,2025-07-22,NSW,25-34
2292,2025-08-15,VIC,55-64
2293,2025-06-07,SA,45-54
2294,2025-06-29,ACT,25-34
2295,2025-06-11,VIC,25-34
2296,2025-07-03,WA,45-54
2297,2025-06-06,VIC,25-34
2298,2025-09-19,VIC,25-34
2299,2025-08-18,NSW,18-24
2300,2025-07-02,NSW,25-34
2301,2025-07-21,NSW,25-34
2302,2025-08-14,VIC,45-54
2303,2025-07-28,NSW,25-34
2304,2025-08-26,SA,25-34
2305,2025-06-26,NSW,25-34
2306,2025-09-06,NSW,35-44
2307,2025-07-16,VIC,25-34
2308,2025-09-06,QLD,35-44
2309,2025-06-29,NSW,45-54
2310,2025-06-04,NSW,18-24
2311,2025-08-20,ACT,18-24
2312,2025-09-07,NSW,18-24
2313,2025-06-13,NSW,35-44
2314,2025-09-13,WA,55-64
2315,2025-07-09,NSW,18-24
2316,2025-06-15,VIC,55-64
2317,2025-09-27,VIC,18-24
2318,2025-06-29,NSW,55-64
2319,2025-06-29,NSW,35-44
2320,2025-08-14,NSW,35-44
2321,2025-09-24,NSW,35-44
2322,2025-07-02,NSW,35-44
2323,2025-06-02,WA,45-54
2324,2025-07-17,VIC,45-54
2325,2025-08-17,VIC,35-44
2326,2025-08-23,SA,18-24
2327,2025-06-22,QLD,18-24
2328,2025-08-14,NSW,45-54
2329,2025-06-27,TAS,35-44
2330,2025-08-06,NSW,35-44
2331,2025-08-20,NSW,45-54
2332,2025-09-16,WA,55-64
2333,2025-07-26,VIC,35-44
2334,2025-08-31,VIC,45-54
2335,2025-09-01,NSW,45-54
2336,2025-06-21,VIC,25-34
2337,2025-07-17,NSW,25-34
2338,2025-08-19,SA,45-54
2339,2025-09-09,NSW,25-34
2340,2025-07-29,SA,55-64
2341,2025-08-23,VIC,18-24
2342,2025-06-06,WA,18-24
2343,2025-06-19,QLD,55-64
2344,2025-07-27,QLD,35-44
2345,2025-08-08,NSW,25-34
2346,2025-06-03,NSW,45-54
2347,2025-06-01,NSW,35-44
2348,2025-07-28,SA,35-44
2349,2025-07-08,WA,18-24
2350,2025-06-15,VIC,45-54
2351,2025-07-04,NSW,55-64
2352,2025-07-31,VIC,25-34
2353,2025-07-05,QLD,55-64
2354,2025-08-03,VIC,55-64
2355,2025-09-21,WA,35-44
2356,2025-06-25,NT,35-44
2357,2025-06-24,NSW,25-34
2358,2025-06-12,VIC,25-34
2359,2025-06-18,VIC,45-54
2360,2025-06-15,NSW,55-64
2361,2025-09-16,NSW,35-44
2362,2025-08-19,NSW,35-44
2363,2025-06-27,SA,18-24
2364,2025-08-11,VIC,18-24
2365,2025-07-30,VIC,25-34
2366,2025-07-16,TAS,18-24
2367,2025-08-28,WA,35-44
2368,2025-06-17,NSW,25-34
2369,2025-09-01,VIC,45-54
2370,2025-07-23,VIC,25-34
2371,2025-06-08,WA,35-44
2372,2025-08-18,QLD,35-44
2373,2025-06-27,QLD,18-24
2374,2025-07-16,VIC,18-24
2375,2025-07-20,WA,25-34
2376,2025-09-24,NSW,55-64
2377,2025-08-10,NSW,18-24
2378,2025-06-03,VIC,45-54
2379,2025-09-01,NSW,65+
2380,2025-08-03,NSW,45-54
2381,2025-07-14,WA,25-34
2382,2025-07-23,TAS,55-64
2383,2025-06-24,NSW,18-24
2384,2025-07-30,NSW,35-44
2385,2025-09-30,NSW,55-64
2386,2025-06-03,NSW,35-44
2387,2025-06-20,NSW,25-34
2388,2025-07-16,TAS,25-34
2389,2025-06-15,NSW,25-34
2390,2025-06-25,VIC,35-44
2391,2025-09-02,NSW,25-34
2392,2025-08-17,SA,65+
2393,2025-08-10,QLD,55-64
2394,2025-06-17,TAS,55-64
2395,2025-09-16,WA,25-34
2396,2025-08-23,NSW,45-54
2397,2025-09-08,NSW,55-64
2398,2025-06-09,QLD,55-64
2399,2025-07-08,VIC,25-34
2400,2025-07-18,VIC,18-24
2401,2025-09-29,NSW,18-24
2402,2025-07-30,NSW,35-44
2403,2025-08-02,VIC,35-44
2404,2025-08-25,VIC,55-64
2405,2025-09-26,WA,25-34
2406,2025-09-25,NSW,25-34
2407,2025-09-25,VIC,25-34
2408,2025-06-02,NSW,25-34
2409,2025-08-27,NSW,18-24
2410,2025-08-11,VIC,35-44
2411,2025-06-11,NSW,35-44
2412,2025-08-03,NSW,45-54
2413,2025-08-16,NSW,25-34
2414,2025-08-20,NSW,25-34
2415,2025-08-11,NSW,35-44
2416,2025-06-21,NSW,55-64
2417,2025-06-18,NSW,18-24
